2025-10-24 02:02:05 | INFO     | auth:114 | 用户尝试登录: admin
2025-10-24 04:44:22 | INFO     | app.migrations:37 | 🔧 迁移 #2: 给 students 表添加 teacher_id 列
2025-10-24 04:44:22 | INFO     | app.migrations:40 | ✅ students.teacher_id 列添加成功
2025-10-24 04:44:22 | INFO     | app.migrations:45 | 🔧 迁移 #3: 给 schedules 表添加 scheduled_at 列
2025-10-24 04:44:22 | INFO     | app.migrations:48 | ✅ schedules.scheduled_at 列添加成功
2025-10-24 04:44:22 | INFO     | app.migrations:52 | 🔄 迁移现有课程数据到新字段...
2025-10-24 04:44:22 | ERROR    | app.migrations:94 | ❌ 迁移过程中出现未知错误: (sqlalchemy.exc.InvalidRequestError) A value is required for bind parameter '00'
[SQL: 
                UPDATE schedules
                SET scheduled_at = datetime(date || ' ' || time || '?')
                WHERE date IS NOT NULL AND time IS NOT NULL
            ]
[parameters: [{}]]
(Background on this error at: https://sqlalche.me/e/20/cd3x)
2025-10-24 04:46:06 | INFO     | app.migrations:22 | 🔍 开始检查数据库架构...
2025-10-24 04:46:06 | INFO     | app.migrations:88 | ✅ 数据库架构已是最新版本，无需迁移
2025-10-24 04:46:06 | INFO     | app.migrations:110 | 🔍 验证数据库架构...
2025-10-24 04:46:06 | INFO     | app.migrations:122 | ✅ 所有必需的列都已存在
2025-10-24 04:46:11 | INFO     | app.migrations:22 | 🔍 开始检查数据库架构...
2025-10-24 04:46:11 | INFO     | app.migrations:88 | ✅ 数据库架构已是最新版本，无需迁移
2025-10-24 04:46:11 | INFO     | app.migrations:110 | 🔍 验证数据库架构...
2025-10-24 04:46:11 | INFO     | app.migrations:122 | ✅ 所有必需的列都已存在
2025-10-24 04:49:38 | INFO     | auth:114 | 用户尝试登录: admin
2025-10-24 04:49:39 | INFO     | auth:136 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-24 04:53:07 | INFO     | app.migrations:22 | 🔍 开始检查数据库架构...
2025-10-24 04:53:07 | INFO     | app.migrations:44 | 🔧 迁移 #3: 给 students 表添加 remaining_hours 列
2025-10-24 04:53:07 | INFO     | app.migrations:47 | ✅ students.remaining_hours 列添加成功
2025-10-24 04:53:07 | INFO     | app.migrations:52 | 🔧 迁移 #4: 给 words 表添加 word_set_id 列
2025-10-24 04:53:07 | INFO     | app.migrations:55 | ✅ words.word_set_id 列添加成功
2025-10-24 04:53:07 | INFO     | app.migrations:101 | 🎉 数据库迁移完成！共执行 2 项迁移
2025-10-24 04:53:07 | INFO     | app.migrations:126 | 🔍 验证数据库架构...
2025-10-24 04:53:07 | INFO     | app.migrations:138 | ✅ 所有必需的列都已存在
2025-10-24 04:54:29 | INFO     | auth:172 | 管理员 admin 尝试创建新用户: jlhjlh
2025-10-24 04:54:29 | INFO     | auth:206 | 新用户创建成功: 用户名=jlhjlh, 角色=student, ID=user-1761224069141
2025-10-24 04:54:29 | INFO     | students:71 | 管理员 admin 为教师 jlh 创建学生: Linhao
2025-10-24 04:54:29 | INFO     | students:120 | 学生创建成功: 教师ID=user-1761222575529, 学生=Linhao, ID=1, 用户ID=user-1761224069141, 课时=20.0h
2025-10-24 04:54:38 | INFO     | words:245 | 删除单词集: 单词集=托福核心单词, 教师=admin
2025-10-24 04:54:50 | INFO     | words:274 | 批量添加单词: 单词集=Sheet1, 数量=2504, 教师=admin
2025-10-24 04:55:03 | INFO     | schedule:73 | 管理员 admin 为教师 jlh 创建课程
2025-10-24 04:55:03 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-10-23T03:30:00Z (UTC), 类型=learning, 时长=60分钟
2025-10-24 04:55:10 | INFO     | auth:114 | 用户尝试登录: jlh
2025-10-24 04:55:10 | INFO     | auth:136 | 登录成功: 用户=jlh, 角色=teacher, ID=user-1761222575529
2025-10-24 04:55:19 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 04:55:20 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 04:55:33 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 04:55:34 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:02:08 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:02:08 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:02:48 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:02:48 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:03:47 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=390, 阶段=1/0
2025-10-24 05:03:48 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=2488, 阶段=1/0
2025-10-24 05:03:49 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=2503, 阶段=1/0
2025-10-24 05:03:49 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=686, 阶段=1/0
2025-10-24 05:03:50 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=2002, 阶段=1/0
2025-10-24 05:03:50 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=5, 阶段=1/0
2025-10-24 05:03:51 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=6, 阶段=1/0
2025-10-24 05:03:52 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=7, 阶段=1/0
2025-10-24 05:03:52 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=8, 阶段=1/0
2025-10-24 05:03:53 | INFO     | progress:76 | 学习进度创建成功: 学生=Linhao, 单词集=Sheet1, 单词索引=9, 阶段=1/0
2025-10-24 05:03:59 | INFO     | anti_forget:80 | 创建抗遗忘会话: ID=af_1_Sheet1_1761253439, 学生=Linhao, 单词集=Sheet1, 单词数=10
2025-10-24 05:03:59 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-10-24T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:03:59 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-10-25T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:00 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-10-26T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:00 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-10-28T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:00 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-10-30T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:01 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-11-01T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:01 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-11-04T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:01 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-11-06T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:02 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-11-09T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:02 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-11-13T03:00:00Z (UTC), 类型=review, 时长=30分钟
2025-10-24 05:04:02 | INFO     | student_reviews:76 | 创建学生复习记录: ID=review_1_Sheet1_1761253442, 学生=Linhao, 单词集=Sheet1, 单词数=10
2025-10-24 05:04:06 | INFO     | students:353 | 课时扣减成功: 学生=Linhao, 扣减=1.0h, 20.0h → 19.0h, 操作人=jlh
2025-10-24 05:04:06 | INFO     | schedule:208 | 课程标记完成: 学生=Linhao, 日期=2025-10-23, 类型=learning, 操作人=jlh
2025-10-24 05:04:14 | INFO     | auth:114 | 用户尝试登录: admin
2025-10-24 05:04:14 | INFO     | auth:136 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-24 05:04:30 | INFO     | schedule:73 | 管理员 admin 为教师 jlh 创建课程
2025-10-24 05:04:30 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761222575529, 学生=Linhao, 时间=2025-10-23T01:00:00Z (UTC), 类型=learning, 时长=60分钟
2025-10-24 05:04:36 | INFO     | auth:114 | 用户尝试登录: jlh
2025-10-24 05:04:36 | INFO     | auth:136 | 登录成功: 用户=jlh, 角色=teacher, ID=user-1761222575529
2025-10-24 05:04:43 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=10, 统计={'grid_0': 2494, 'grid_1': 10, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:04:43 | INFO     | progress:218 | 九宫格统计: 学生=Linhao, 单词集=Sheet1, 总单词数=2504, 已学=10, 统计={'grid_0': 2494, 'grid_1': 10, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:05:54 | INFO     | auth:114 | 用户尝试登录: admin
2025-10-24 05:05:54 | INFO     | auth:136 | 登录成功: 用户=admin, 角色=admin, ID=admin-001
2025-10-24 05:06:00 | INFO     | auth:295 | 删除教师关联数据: 学生=0个(含User账号), 单词集=0个, 课程=0个, 抗遗忘会话=0个
2025-10-24 05:06:00 | INFO     | auth:301 | 用户删除成功: 管理员=admin, 被删除用户=Carolyn, ID=user-1761213979444
2025-10-24 05:06:26 | INFO     | auth:172 | 管理员 admin 尝试创建新用户: Carolyn
2025-10-24 05:06:27 | INFO     | auth:206 | 新用户创建成功: 用户名=Carolyn, 角色=teacher, ID=user-1761224786902
2025-10-24 05:06:56 | INFO     | auth:172 | 管理员 admin 尝试创建新用户: Dentico
2025-10-24 05:06:56 | WARNING  | auth:182 | 创建用户失败: 用户名已存在 - Dentico
2025-10-24 05:07:00 | INFO     | auth:172 | 管理员 admin 尝试创建新用户: Dentico
2025-10-24 05:07:00 | WARNING  | auth:182 | 创建用户失败: 用户名已存在 - Dentico
2025-10-24 05:08:34 | INFO     | auth:172 | 管理员 admin 尝试创建新用户: luxiyu
2025-10-24 05:08:34 | INFO     | auth:206 | 新用户创建成功: 用户名=luxiyu, 角色=student, ID=user-1761224914130
2025-10-24 05:08:34 | INFO     | students:71 | 管理员 admin 为教师 Carolyn 创建学生: 卢溪屿
2025-10-24 05:08:34 | INFO     | students:120 | 学生创建成功: 教师ID=user-1761224786902, 学生=卢溪屿, ID=2, 用户ID=user-1761224914130, 课时=10.0h
2025-10-24 05:08:46 | INFO     | words:245 | 删除单词集: 单词集=Sheet1, 教师=admin
2025-10-24 05:09:17 | INFO     | words:274 | 批量添加单词: 单词集=托福核心词汇, 数量=2504, 教师=admin
2025-10-24 05:09:41 | INFO     | schedule:73 | 管理员 admin 为教师 Carolyn 创建课程
2025-10-24 05:09:41 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761224786902, 学生=卢溪屿, 时间=2025-10-23T14:00:00Z (UTC), 类型=learning, 时长=60分钟
2025-10-24 05:09:54 | INFO     | schedule:73 | 管理员 admin 为教师 Carolyn 创建课程
2025-10-24 05:09:54 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761224786902, 学生=卢溪屿, 时间=2025-10-23T02:00:00Z (UTC), 类型=learning, 时长=60分钟
2025-10-24 05:10:21 | INFO     | schedule:73 | 管理员 admin 为教师 Carolyn 创建课程
2025-10-24 05:10:21 | INFO     | schedule:124 | 课程创建成功: 教师ID=user-1761224786902, 学生=卢溪屿, 时间=2025-10-24T02:30:00Z (UTC), 类型=learning, 时长=60分钟
2025-10-24 05:10:32 | INFO     | auth:114 | 用户尝试登录: Carolyn
2025-10-24 05:10:33 | INFO     | auth:136 | 登录成功: 用户=Carolyn, 角色=teacher, ID=user-1761224786902
2025-10-24 05:10:42 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:10:42 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=0, 统计={'grid_0': 2504, 'grid_1': 0, 'grid_2': 0, 'grid_3': 0, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 0}
2025-10-24 05:11:49 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1737, 阶段=8/0
2025-10-24 05:11:49 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1249, 阶段=8/0
2025-10-24 05:11:50 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=793, 阶段=8/0
2025-10-24 05:11:50 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1445, 阶段=8/0
2025-10-24 05:11:50 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1393, 阶段=8/0
2025-10-24 05:13:47 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=797, 阶段=1/0
2025-10-24 05:13:48 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=797, 阶段=2/0
2025-10-24 05:13:48 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=111, 阶段=1/0
2025-10-24 05:13:49 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=111, 阶段=2/0
2025-10-24 05:13:49 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1534, 阶段=1/0
2025-10-24 05:13:49 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1534, 阶段=2/0
2025-10-24 05:13:49 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=833, 阶段=1/0
2025-10-24 05:13:50 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=833, 阶段=2/0
2025-10-24 05:13:50 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1872, 阶段=1/0
2025-10-24 05:13:50 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1872, 阶段=2/0
2025-10-24 05:13:50 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=5, 阶段=1/0
2025-10-24 05:13:51 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=5, 阶段=2/0
2025-10-24 05:13:51 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=6, 阶段=1/0
2025-10-24 05:13:51 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=6, 阶段=2/0
2025-10-24 05:13:51 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=7, 阶段=1/0
2025-10-24 05:13:52 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=7, 阶段=2/0
2025-10-24 05:13:52 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=8, 阶段=1/0
2025-10-24 05:13:52 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=8, 阶段=2/0
2025-10-24 05:13:53 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=9, 阶段=1/0
2025-10-24 05:13:53 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=797, 阶段=3/0
2025-10-24 05:13:53 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=9, 阶段=2/0
2025-10-24 05:13:53 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=15, 统计={'grid_0': 2489, 'grid_1': 0, 'grid_2': 9, 'grid_3': 1, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:13:53 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=111, 阶段=3/0
2025-10-24 05:13:54 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=15, 统计={'grid_0': 2489, 'grid_1': 0, 'grid_2': 8, 'grid_3': 2, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:13:54 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1534, 阶段=3/0
2025-10-24 05:13:54 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=15, 统计={'grid_0': 2489, 'grid_1': 0, 'grid_2': 7, 'grid_3': 3, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:13:54 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=833, 阶段=3/0
2025-10-24 05:13:55 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1872, 阶段=3/0
2025-10-24 05:13:55 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=5, 阶段=3/0
2025-10-24 05:13:56 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=6, 阶段=3/0
2025-10-24 05:13:57 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=7, 阶段=3/0
2025-10-24 05:13:57 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=8, 阶段=3/0
2025-10-24 05:13:58 | INFO     | progress:76 | 学习进度更新成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=9, 阶段=3/0
2025-10-24 05:13:58 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=15, 统计={'grid_0': 2489, 'grid_1': 0, 'grid_2': 0, 'grid_3': 10, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:13:58 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=15, 统计={'grid_0': 2489, 'grid_1': 0, 'grid_2': 0, 'grid_3': 10, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:14:44 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=349, 阶段=1/0
2025-10-24 05:14:44 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=2383, 阶段=1/0
2025-10-24 05:14:45 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1477, 阶段=1/0
2025-10-24 05:14:45 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1697, 阶段=1/0
2025-10-24 05:14:46 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1997, 阶段=1/0
2025-10-24 05:14:46 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=20, 统计={'grid_0': 2484, 'grid_1': 5, 'grid_2': 0, 'grid_3': 10, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:15:55 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=20, 统计={'grid_0': 2484, 'grid_1': 5, 'grid_2': 0, 'grid_3': 10, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:15:56 | INFO     | progress:218 | 九宫格统计: 学生=卢溪屿, 单词集=托福核心词汇, 总单词数=2504, 已学=20, 统计={'grid_0': 2484, 'grid_1': 5, 'grid_2': 0, 'grid_3': 10, 'grid_4': 0, 'grid_5': 0, 'grid_6': 0, 'grid_7': 0, 'grid_8': 5}
2025-10-24 05:17:02 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=914, 阶段=1/0
2025-10-24 05:17:03 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1266, 阶段=1/0
2025-10-24 05:17:03 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=1960, 阶段=1/0
2025-10-24 05:17:04 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=564, 阶段=1/0
2025-10-24 05:17:04 | INFO     | progress:76 | 学习进度创建成功: 学生=卢溪屿, 单词集=托福核心词汇, 单词索引=291, 阶段=1/0
2025-10-24 05:17:13 | INFO     | anti_forget:80 | 创建抗遗忘会话: ID=af_2_托福核心词汇_1761254233, 学生=卢溪屿, 单词集=托福核心词汇, 单词数=20
